zone,index,page,category,confidence,topic
Zone 5B,38,79,Against proposed Zoning Changes,high,Parking
Zone 5B,39,79,In Favor of proposed Zoning Changes,high,General support
Zone 5B,40,79,Against proposed Zoning Changes,high,Parking
Zone 5B,41,79,In Favor of proposed Zoning Changes,high,Parking
Zone 5B,41,79,In Favor of proposed Zoning Changes,high,Building height
Zone 5B,42,79,In Favor of proposed Zoning Changes,high,General support
Zone 5B,43,79,In Favor of proposed Zoning Changes,high,General support
Zone 5B,44,79,Against proposed Zoning Changes,medium,General opposition
Zone 5B,45,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,46,79,Against proposed Zoning Changes,medium,General opposition
Zone 5B,47,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,48,79,Against proposed Zoning Changes,high,Parking
Zone 5B,48,79,Against proposed Zoning Changes,high,Building height
Zone 5B,48,79,Against proposed Zoning Changes,high,Density
Zone 5B,49,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,50,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,51,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,52,79,Against proposed Zoning Changes,high,Parking
Zone 5B,52,79,Against proposed Zoning Changes,high,Building height
Zone 5B,52,79,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,53,79,Against proposed Zoning Changes,medium,Building height
Zone 5B,54,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,55,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,56,79,Against proposed Zoning Changes,high,Parking
Zone 5B,56,79,Against proposed Zoning Changes,high,Building height
Zone 5B,57,79,Against proposed Zoning Changes,high,General opposition
Zone 5B,58,79,Against proposed Zoning Changes,medium,General opposition
Zone 5B,59,79,Against proposed Zoning Changes,high,Traffic and safety
Zone 5B,60,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,61,80,Against proposed Zoning Changes,high,Building height
Zone 5B,62,80,Against proposed Zoning Changes,high,Parking
Zone 5B,62,80,Against proposed Zoning Changes,high,Building height
Zone 5B,63,80,Against proposed Zoning Changes,medium,Developer incentives
Zone 5B,64,80,In Favor of proposed Zoning Changes,medium,Parking
Zone 5B,65,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,66,80,In Favor of proposed Zoning Changes,high,General support
Zone 5B,67,80,Neutral,medium,Unclear or neutral
Zone 5B,68,80,Against proposed Zoning Changes,high,Parking
Zone 5B,69,80,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,70,80,Against proposed Zoning Changes,high,Parking
Zone 5B,71,80,In Favor of proposed Zoning Changes,high,Parking
Zone 5B,72,80,Against proposed Zoning Changes,high,Parking
Zone 5B,73,80,Against proposed Zoning Changes,medium,Building height
Zone 5B,74,80,In Favor of proposed Zoning Changes,high,Parking
Zone 5B,75,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,76,80,Against proposed Zoning Changes,high,Parking
Zone 5B,77,80,Against proposed Zoning Changes,high,Parking
Zone 5B,77,80,Against proposed Zoning Changes,high,Traffic and safety
Zone 5B,77,80,Against proposed Zoning Changes,high,Density
Zone 5B,78,80,Against proposed Zoning Changes,medium,General support
Zone 5B,79,80,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,80,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,81,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,82,80,Against proposed Zoning Changes,high,Parking
Zone 5B,82,80,Against proposed Zoning Changes,high,Building height
Zone 5B,83,80,Against proposed Zoning Changes,medium,General opposition
Zone 5B,84,80,Against proposed Zoning Changes,medium,Developer incentives
Zone 5B,85,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,86,80,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,87,80,In Favor of proposed Zoning Changes,high,General support
Zone 5B,88,80,Against proposed Zoning Changes,high,General opposition
Zone 5B,89,80,Neutral,high,Unclear or neutral
Zone 5B,90,80,Against proposed Zoning Changes,high,Parking
Zone 5B,90,80,Against proposed Zoning Changes,high,Building height
Zone 5B,90,80,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,91,80,In Favor of proposed Zoning Changes,high,General support
Zone 5B,92,80,Against proposed Zoning Changes,medium,Transit and walkability
Zone 5B,93,80,Against proposed Zoning Changes,high,Parking
Zone 5B,94,80,In Favor of proposed Zoning Changes,high,General support
Zone 5B,95,80,Against proposed Zoning Changes,high,General support
Zone 5B,96,81,Against proposed Zoning Changes,high,Building height
Zone 5B,97,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,98,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,99,81,Against proposed Zoning Changes,high,Parking
Zone 5B,99,81,Against proposed Zoning Changes,high,Building height
Zone 5B,100,81,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,101,81,Against proposed Zoning Changes,medium,General opposition
Zone 5B,102,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,103,81,Against proposed Zoning Changes,high,Density
Zone 5B,103,81,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,104,81,Against proposed Zoning Changes,high,Traffic and safety
Zone 5B,105,81,Against proposed Zoning Changes,high,Density
Zone 5B,106,81,Against proposed Zoning Changes,high,Parking
Zone 5B,107,81,Against proposed Zoning Changes,high,Density
Zone 5B,107,81,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,108,81,Against proposed Zoning Changes,high,Density
Zone 5B,109,81,Against proposed Zoning Changes,medium,General opposition
Zone 5B,110,81,Against proposed Zoning Changes,high,Building height
Zone 5B,111,81,Against proposed Zoning Changes,high,Parking
Zone 5B,112,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,113,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,114,81,Against proposed Zoning Changes,medium,General opposition
Zone 5B,115,81,Against proposed Zoning Changes,medium,Density
Zone 5B,116,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,117,81,Against proposed Zoning Changes,medium,Building height
Zone 5B,118,81,Against proposed Zoning Changes,medium,Traffic and safety
Zone 5B,119,81,In Favor of proposed Zoning Changes,medium,General opposition
Zone 5B,120,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,121,81,Against proposed Zoning Changes,high,Parking
Zone 5B,122,81,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,123,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,124,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,125,81,In Favor of proposed Zoning Changes,high,Affordable housing
Zone 5B,126,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,127,81,Against proposed Zoning Changes,medium,Parking
Zone 5B,128,81,Against proposed Zoning Changes,high,General opposition
Zone 5B,129,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,130,81,Against proposed Zoning Changes,medium,Traffic and safety
Zone 5B,131,81,In Favor of proposed Zoning Changes,high,General support
Zone 5B,132,81,In Favor of proposed Zoning Changes,high,Building height
Zone 5B,133,81,Against proposed Zoning Changes,high,Building height
Zone 5B,133,81,Against proposed Zoning Changes,high,Density
Zone 5B,134,82,In Favor of proposed Zoning Changes,high,Building height
Zone 5B,135,82,Against proposed Zoning Changes,high,Parking
Zone 5B,135,82,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,136,82,Neutral,high,Unclear or neutral
Zone 5B,137,82,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,138,82,Against proposed Zoning Changes,high,Parking
Zone 5B,138,82,Against proposed Zoning Changes,high,Density
Zone 5B,139,82,Against proposed Zoning Changes,high,Density
Zone 5B,139,82,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,140,82,Against proposed Zoning Changes,high,General opposition
Zone 5B,141,82,Neutral,high,Unclear or neutral
Zone 5B,142,82,Against proposed Zoning Changes,high,Parking
Zone 5B,142,82,Against proposed Zoning Changes,high,Building height
Zone 5B,142,82,Against proposed Zoning Changes,high,Density
Zone 5B,143,82,Against proposed Zoning Changes,high,Parking
Zone 5B,144,82,Against proposed Zoning Changes,high,Parking
Zone 5B,145,82,Against proposed Zoning Changes,high,Parking
Zone 5B,145,82,Against proposed Zoning Changes,high,Building height
Zone 5B,146,82,In Favor of proposed Zoning Changes,high,General support
Zone 5B,147,82,Against proposed Zoning Changes,high,Density
Zone 5B,147,82,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,148,82,Against proposed Zoning Changes,medium,Parking
Zone 5B,148,82,Against proposed Zoning Changes,medium,Traffic and safety
Zone 5B,149,82,Against proposed Zoning Changes,medium,Parking
Zone 5B,150,82,Neutral,low,Unclear or neutral
Zone 5B,151,82,Against proposed Zoning Changes,high,Density
Zone 5B,152,82,Neutral,low,Affordable housing
Zone 5B,152,82,Neutral,low,Conditional or mixed response
Zone 5B,153,82,Against proposed Zoning Changes,high,Parking
Zone 5B,154,82,Against proposed Zoning Changes,high,General opposition
Zone 5B,155,82,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,156,82,Against proposed Zoning Changes,high,General opposition
Zone 5B,157,82,Against proposed Zoning Changes,medium,Parking
Zone 5B,157,82,Against proposed Zoning Changes,medium,Density
Zone 5B,157,82,Against proposed Zoning Changes,medium,Conditional or mixed response
Zone 5B,158,82,Against proposed Zoning Changes,high,Building height
Zone 5B,159,82,Against proposed Zoning Changes,high,Parking
Zone 5B,160,82,Against proposed Zoning Changes,high,General support
Zone 5B,161,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,162,83,Against proposed Zoning Changes,medium,Parking
Zone 5B,163,83,Against proposed Zoning Changes,high,Parking
Zone 5B,163,83,Against proposed Zoning Changes,high,Building height
Zone 5B,164,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,165,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,166,83,Against proposed Zoning Changes,medium,Parking
Zone 5B,167,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,168,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,169,83,Against proposed Zoning Changes,high,Parking
Zone 5B,169,83,Against proposed Zoning Changes,high,Building height
Zone 5B,170,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,171,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,172,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,173,83,In Favor of proposed Zoning Changes,medium,Parking
Zone 5B,174,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,175,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,176,83,Neutral,low,Unclear or neutral
Zone 5B,177,83,Against proposed Zoning Changes,low,Neighborhood character
Zone 5B,178,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,179,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,180,83,Against proposed Zoning Changes,medium,General opposition
Zone 5B,181,83,In Favor of proposed Zoning Changes,high,Building height
Zone 5B,181,83,In Favor of proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,182,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,183,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,184,83,Against proposed Zoning Changes,high,Parking
Zone 5B,185,83,In Favor of proposed Zoning Changes,high,Density
Zone 5B,185,83,In Favor of proposed Zoning Changes,high,Developer incentives
Zone 5B,186,83,Against proposed Zoning Changes,high,Parking
Zone 5B,186,83,Against proposed Zoning Changes,high,Traffic and safety
Zone 5B,187,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,188,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,189,83,In Favor of proposed Zoning Changes,medium,Transit and walkability
Zone 5B,190,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,191,83,Neutral,high,Unclear or neutral
Zone 5B,192,83,Against proposed Zoning Changes,high,General opposition
Zone 5B,193,83,Against proposed Zoning Changes,high,Building height
Zone 5B,194,83,Against proposed Zoning Changes,high,Building height
Zone 5B,195,83,In Favor of proposed Zoning Changes,high,General support
Zone 5B,196,83,In Favor of proposed Zoning Changes,medium,Parking
Zone 5B,196,83,In Favor of proposed Zoning Changes,medium,Density
Zone 5B,196,83,In Favor of proposed Zoning Changes,medium,Affordable housing
Zone 5B,197,83,In Favor of proposed Zoning Changes,high,Density
Zone 5B,197,83,In Favor of proposed Zoning Changes,high,Affordable housing
Zone 5B,198,83,Against proposed Zoning Changes,medium,Parking
Zone 5B,199,84,Against proposed Zoning Changes,high,General opposition
Zone 5B,200,84,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,201,84,Against proposed Zoning Changes,medium,Parking
Zone 5B,202,84,Against proposed Zoning Changes,high,Building height
Zone 5B,203,84,Against proposed Zoning Changes,high,Parking
Zone 5B,204,84,In Favor of proposed Zoning Changes,high,General support
Zone 5B,205,84,Neutral,high,Unclear or neutral
Zone 5B,206,84,Against proposed Zoning Changes,high,Parking
Zone 5B,206,84,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,207,84,Against proposed Zoning Changes,high,Parking
Zone 5B,208,84,In Favor of proposed Zoning Changes,high,Parking
Zone 5B,208,84,In Favor of proposed Zoning Changes,high,Building height
Zone 5B,209,84,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,210,84,Neutral,high,Unclear or neutral
Zone 5B,211,84,Against proposed Zoning Changes,high,Building height
Zone 5B,212,84,In Favor of proposed Zoning Changes,medium,Building height
Zone 5B,212,84,In Favor of proposed Zoning Changes,medium,Affordable housing
Zone 5B,213,84,Against proposed Zoning Changes,high,Parking
Zone 5B,214,84,Against proposed Zoning Changes,high,General opposition
Zone 5B,215,84,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,216,85,Against proposed Zoning Changes,high,General opposition
Zone 5B,217,85,Against proposed Zoning Changes,medium,Transit and walkability
Zone 5B,218,85,Against proposed Zoning Changes,high,Traffic and safety
Zone 5B,218,85,Against proposed Zoning Changes,high,Building height
Zone 5B,219,85,Against proposed Zoning Changes,high,Density
Zone 5B,219,85,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,220,85,Against proposed Zoning Changes,medium,General opposition
Zone 5B,221,85,Against proposed Zoning Changes,medium,Building height
Zone 5B,222,85,Against proposed Zoning Changes,high,Parking
Zone 5B,222,85,Against proposed Zoning Changes,high,Building height
Zone 5B,223,85,Against proposed Zoning Changes,high,Parking
Zone 5B,224,85,Against proposed Zoning Changes,high,General opposition
Zone 5B,225,85,Against proposed Zoning Changes,medium,General opposition
Zone 5B,226,85,In Favor of proposed Zoning Changes,high,General support
Zone 5B,227,85,Against proposed Zoning Changes,medium,Traffic and safety
Zone 5B,228,85,Against proposed Zoning Changes,high,Parking
Zone 5B,229,86,Against proposed Zoning Changes,high,Parking
Zone 5B,229,86,Against proposed Zoning Changes,high,Building height
Zone 5B,230,86,In Favor of proposed Zoning Changes,high,Parking
Zone 5B,231,86,Against proposed Zoning Changes,high,Parking
Zone 5B,231,86,Against proposed Zoning Changes,high,Density
Zone 5B,232,86,In Favor of proposed Zoning Changes,high,Traffic and safety
Zone 5B,232,86,In Favor of proposed Zoning Changes,high,Transit and walkability
Zone 5B,233,86,In Favor of proposed Zoning Changes,high,General support
Zone 5B,234,86,Against proposed Zoning Changes,high,General opposition
Zone 5B,235,86,Against proposed Zoning Changes,high,Density
Zone 5B,235,86,Against proposed Zoning Changes,high,Neighborhood character
Zone 5B,236,86,Against proposed Zoning Changes,high,Parking
Zone 5B,237,86,Against proposed Zoning Changes,high,Parking
Zone 5B,238,86,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,239,86,In Favor of proposed Zoning Changes,medium,Building height
Zone 5B,240,86,Against proposed Zoning Changes,high,Parking
Zone 5B,241,86,Against proposed Zoning Changes,high,Density
Zone 5B,241,86,Against proposed Zoning Changes,high,Developer incentives
Zone 5B,242,86,Against proposed Zoning Changes,high,General opposition
Zone 5B,243,86,Against proposed Zoning Changes,high,General opposition
Zone 5B,244,86,Against proposed Zoning Changes,high,Density
Zone 5B,245,86,Against proposed Zoning Changes,high,Building height
Zone 5B,246,87,In Favor of proposed Zoning Changes,high,General support
Zone 5B,247,87,Against proposed Zoning Changes,medium,General opposition
Zone 5B,248,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,249,87,Against proposed Zoning Changes,high,Building height
Zone 5B,250,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,251,87,Against proposed Zoning Changes,high,Parking
Zone 5B,252,87,Against proposed Zoning Changes,medium,General opposition
Zone 5B,253,87,Against proposed Zoning Changes,high,Building height
Zone 5B,254,87,Against proposed Zoning Changes,high,Parking
Zone 5B,254,87,Against proposed Zoning Changes,high,Density
Zone 5B,254,87,Against proposed Zoning Changes,high,Affordable housing
Zone 5B,255,87,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,256,87,In Favor of proposed Zoning Changes,high,General support
Zone 5B,257,87,Against proposed Zoning Changes,high,Building height
Zone 5B,258,87,In Favor of proposed Zoning Changes,high,General support
Zone 5B,259,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,260,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,261,87,Against proposed Zoning Changes,medium,Affordable housing
Zone 5B,262,87,In Favor of proposed Zoning Changes,medium,Density
Zone 5B,262,87,In Favor of proposed Zoning Changes,medium,Conditional or mixed response
Zone 5B,263,87,Against proposed Zoning Changes,high,Neighborhood character
Zone 5B,264,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,265,87,Against proposed Zoning Changes,high,Density
Zone 5B,265,87,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,266,87,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,267,87,Against proposed Zoning Changes,high,Building height
Zone 5B,268,87,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,269,87,Against proposed Zoning Changes,high,General opposition
Zone 5B,270,87,Neutral,high,Unclear or neutral
Zone 5B,271,88,Against proposed Zoning Changes,high,Parking
Zone 5B,272,88,Against proposed Zoning Changes,high,General opposition
Zone 5B,273,88,Against proposed Zoning Changes,high,Parking
Zone 5B,274,88,In Favor of proposed Zoning Changes,high,General support
Zone 5B,275,88,In Favor of proposed Zoning Changes,high,General support
Zone 5B,276,88,Against proposed Zoning Changes,medium,General opposition
Zone 5B,277,88,Against proposed Zoning Changes,medium,Property values
Zone 5B,278,88,Against proposed Zoning Changes,high,General opposition
Zone 5B,279,88,In Favor of proposed Zoning Changes,high,General support
Zone 5B,280,88,Against proposed Zoning Changes,high,Parking
Zone 5B,281,88,Against proposed Zoning Changes,high,General support
Zone 5B,282,88,In Favor of proposed Zoning Changes,high,General support
Zone 5B,283,88,Against proposed Zoning Changes,medium,Affordable housing
Zone 5B,284,88,Against proposed Zoning Changes,high,Parking
Zone 5B,285,88,Against proposed Zoning Changes,high,Parking
Zone 5B,286,88,Against proposed Zoning Changes,high,General opposition
Zone 5B,287,88,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,288,88,Against proposed Zoning Changes,high,Parking
Zone 5B,289,88,Neutral,high,Unclear or neutral
Zone 5B,290,88,Against proposed Zoning Changes,high,Density
Zone 5B,290,88,Against proposed Zoning Changes,high,Conditional or mixed response
Zone 5B,291,88,Against proposed Zoning Changes,high,Parking
Zone 5B,292,88,In Favor of proposed Zoning Changes,high,Density
Zone 5B,293,88,Against proposed Zoning Changes,high,Building height
Zone 5B,294,89,Against proposed Zoning Changes,high,Parking
Zone 5B,295,89,Against proposed Zoning Changes,medium,Traffic and safety
Zone 5B,295,89,Against proposed Zoning Changes,medium,Building height
Zone 5B,296,89,In Favor of proposed Zoning Changes,medium,General support
Zone 5B,297,89,Against proposed Zoning Changes,high,Building height
Zone 5B,298,89,Against proposed Zoning Changes,medium,General opposition
Zone 5B,299,89,In Favor of proposed Zoning Changes,high,Density
Zone 5B,300,89,In Favor of proposed Zoning Changes,high,General support
Zone 5B,301,89,In Favor of proposed Zoning Changes,high,General support
Zone 5B,302,89,In Favor of proposed Zoning Changes,high,Transit and walkability
Zone 5B,303,89,In Favor of proposed Zoning Changes,high,General support
